seq_no,school_id,census_no,name,address,tel,email,province,district,zone,division,medium,sex,government_type,school_category,grade_span,difficulty,total_students
2070,0506010,4065,HOMBAWA MAHA VIDYALAYA,BAMBARAGASWAWA GALEWELA,0662056741,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,299
2071,0506011,4066,SILWATHGALA MAHA VIDYALAYA,"BELIYAKANDA, GALEWELA",0663120669,silwathgalamv@gmail.com,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,1C,Grade 1-13,Not Congenial,379
2072,0506012,4067,ALUTHWEWA J.S,BAMBARAGASWEWA,0663063164,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,188
2073,0506013,4068,DAMUNUMULLA KANISHTA VIDYALAYA,GALEWELA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,136
2074,0506014,4069,NILAGAMA JUNIOR SCHOOL,"NILAGAMA, BAMBARAGASWEWA, GALEWELA",,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,122
2075,0506015,4070,PATTIWELA JUNIOR SCHOOL,"PATTIWELA, GALEWELA",,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,233
2076,0506016,4071,PATHKOLAGOLLA J.S,PATHKOLAGOLLAGALEWELA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,177
2077,0506017,4072,BELIGAMUWA JUNIOR SCHOOL,JUNIOR SCHOOL BELIGAMUWA,0714198661,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Congenial,243
2078,0506018,4073,MORAGOLLA MAHA VIDYALAYA,BAMBARAGASWEWA GALEWELA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,307
2079,0506019,4074,SIYAMBALAGAHAWELA JUNIOR SCHOOL,SIYAMBALAGAHAWELA WASALAKOTTE,,siyambalagahawelajs@gmail.com,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,213
2080,0506020,4075,THOLAMBUGOLLA MAHA VIDYALAYA,"THOLAMBUGOLLA, GALEWELA",0662288680,schtholombu123@gmail.com,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,1C,Grade 1-13,Very Congenial,800
2081,0506021,4076,DANDUBENDIRUPPA JUNIOR SCHOOL,DEWAHUWA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,172
2082,0506022,4077,YATIGALPOTHTHA JUNIOR SCHOOL,"YATIGALPOTHTHA, GALEWELA",,yatigalpoththa@yahoo.com,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,142
2083,0506023,4078,NIKAWEHERA K.V.,"NIKAWEHERA, GALEWELA.",,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,194
2084,0506024,4079,DEWAHUWA SINHALA JUNIOR SCHOOL,"BORALUKANDA, DEWAHUWA",,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,64
2085,0506025,4080,ANDAGALA PRIMARY SCHOOL,ANDAGALA BAMBARAGASWEWA GALEWELA,0663063419,Andagalapv scl@ gmail,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,147
2086,0506026,4081,IHALA DIGGALA PRIMARY SCHOOL,IHALA DIGGALA DEWAHUWA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,98
2087,0509022,4082,EBBAWALA PRIMARY SCHOOL,EBBAWALA MANANWATHTHA,,ebbawalaps17@gmail.com,Central,Matale,Galewela,Pallepola,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,76
2088,0506027,4083,GALEWELA PRIMARY SCHOOL,GALEWELA,0662289756,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,1016
2089,0506028,4084,NEERANGAMUWA KANISHTA VIDYALAYA,NEERANGAMUWA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,64
2090,0506029,4085,BULANAWEWA PRIMARY SCHOOL,BULANAWEWA DEWAHUWA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,394
2091,0506030,4086,PAHALA DIGGALA PRIMARY SCHOOL,DEWAHUWA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,105
2092,0506031,4087,GALEWELA MODEL PRIMARY SCHOOL,MATALE ROAD GALEWELA,0662288335,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,346
2093,0506032,4088,KOSGAHAHEENNA P.S.,BAMBARAGASWEWA GALEWELA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,136
2094,0506033,4089,SRI SUGATHA PRIMARY SCHOOL,GALEWELA,,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,15
2095,0506034,4090,SILWATHGAMA PRAIMARY SCHOOL,"SILWATHGAMA, GALEWELA",,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,35
2096,0507035,4091,WALAMITIYAWA PRIMARY SCHOOL,WALAMITIYAWA GALEWELA,0713590924,,Central,Matale,Galewela,Dambulla,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,40
2097,0506035,4092,DIULGASKOTUWA PRIMARY SCHOOL,"BELIGAMUWA, GALEWELA",0662287622,,Central,Matale,Galewela,Galewela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,385
2098,0508001,4093,SRI NAGA NATIONAL SCHOOL,NAULA,0662246403,srinagans05@gmail.com,Central,Matale,Naula,Naula,Sinhala/ Tamil/ English,Mixed,National,1AB,Grade 6-13,Very Congenial,1602
2099,0508002,4094,MONTIGOPALLAWA MAHA VIDYALAYA,"AMBANA, KOOMGAHAWELA",0662052120,"ambanamv@gmail,com",Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,262
2100,0508003,4095,KOONGAHAWELA MAHA VIDYALAYA,KOONGAHAWELA,,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,1C,Grade 1-13,Very Congenial,413
2101,0508004,4096,NALANDA MAHA VIDYALAYA,NALANDA,0662246625,nalndamv2@gmail.com,Central,Matale,Naula,Naula,Sinhala/ English,Mixed,Provincial,1C,Grade 6-13,Very Congenial,618
2102,0508005,4097,NIKULA BIBILA JUNIOR SCHOOL,"NIKULA, NAULA",,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,130
2103,0508006,4098,PUBBILIYA JUNIOR SCHOOL,"PUBBILYA, KOONGAHAWELA",,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,62
2104,0508007,4099,MELPITIYA MAHA VIDYALAYA,"MELPITIYA, MATALE",0662052273,cpmelpitiyamv@gmail.com,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,239
2105,0508008,4100,ANDAWALA MAHA VIDIYALAYA,"MADAWALAULPOTHA, MATALE",,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,1C,Grade 1-13,Not Congenial,357
2106,0508010,4102,OPALGALA JUNIOR SCHOOL,"OPALGALA, MATHALE",,opalgalakv@gmail.com,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,101
2107,0508011,4103,KUMBIYANGAHAELA JUNIOR SCHOOL,"AMBANA JUNCTION, KONGAHAWELA",,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Congenial,203
2108,0508013,4105,PILIHUDUGOLLA JUNIOR SCHOOL,NAULA,,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Congenial,188
2109,0508014,4106,MURUTOLUWA JUNIOR SCHOOL,"MELPITIYA, MATHALE",,murutholuwakv@gmail.com,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,60
2110,0508015,4107,BOGASBOBELLA JUNIOR SCHOOL,NALANDA,,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,91
2111,0508016,4108,HADUWA JUNIOR SCHOOL,"HADYWA, NAULA",,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,60
2112,0508017,4109,BAMBARAGAHAWATHTHA JUNIOR SCHOOL,"BAMBARAGAHAWATHTHA , PUBBILIYA",,bambaragahawattak.v@gmail.com,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 3,Grade 1-8,Difficult,74
2113,0508019,4111,UDUDENIYA PRIMARY SCHOOL,NALANDA,,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,88
2114,0508020,4112,OPALGALA MORAGOLLA PRIMARY SCHOOL,"AMBANA , KONGAHAWELA",,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,15
2115,0508021,4113,DEWARADAPOLA PRIMARY SCHOOL,ELAHERA ROAD NAULA,0662052152,dewaradapolaprimary@gmail.com,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,123
2116,0508023,4115,BOBELLA PRIMARY SCHOOL,"BOBELLA, NAULA",,,Central,Matale,Naula,Naula,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,199
2117,0504001,4118,MINIPURA VIJAYA M.V.,"DASGIRIYA, HATHTHOTA AMUNA",0716972689,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,413
2118,0503001,4119,NAMINIOYA M.M.V.,WILGAMUWA,0662250116,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,1AB,Grade 6-13,Congenial,1036
2119,0504002,4120,PALLEGAMA M.M.V.,"LAGGALA, PALLEGAMA",,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,425
2120,0503002,4121,MARAKA M.V.,MARAKA,,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,1C,Grade 6-13,Congenial,743
2121,0503003,4122,HANDUNGAMUWA M.V,HANDUNGAMUWA,,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala/ English,Mixed,Provincial,1C,Grade 6-13,Not Congenial,381
2122,0503004,4123,NUGAGOLLA M.V.,NUGAGOLLA,,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,1C,Grade 6-13,Congenial,620
2123,0503005,4124,MEDAKANDA K.V,"DUNUWILAPITIYA, MATALE",0724655224,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,230
2124,0504003,4125,RANAMURE K.V,"RANAMURE, LAGGALA, PALLEGAMA",,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,182
2125,0503006,4126,SONUTHTHARA K.V,"SONUTHTHA, NUGAGOLLA",,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,221
2126,0503007,4128,IMADUWAYAYA P.V,"IMADUWAYAYA, PERAKANATTA",,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,69
2127,0504005,4129,SRI AGRABODHI K.V.,"KALUGANGA, HATTOTAAMUNA",0715308325,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,337
2128,0504006,4130,KIULAWADIYA P.V.,"LAGGALA, PALLEGAMA",,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,32
2129,0503008,4131,KUMBUKANDANA P.V,MARAKA,0723738464,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,62
2130,0504008,4133,GURUWELA K.V,"GURUWELA, LAGGALA, PALLEGAMA",0712444217,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,18
2131,0504009,4134,NARANGAMUWA P.V.,"NARANGAMUWA, LAGGALA, PALLEGAMA",0710918202,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,38
2132,0503009,4135,BOGAHAWAWE K.V,DEWAGIRIYA,,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,114
2133,0503010,4137,MAHAWATHANNA P.V.,"PERAKANATHTHA, MATALE",,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,103
2134,0503011,4138,MORAGAHAULPATHA P.V.,"WILGAMUWA, MATALE",,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,46
2135,0504011,4139,RAMBUKOLUWA K.V,"HIRATIOYA, LAGGALA, PALLEGAMA",0717434429,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,19
2136,0503012,4140,LEDIYANGALA P.V,"DEWAGIRIYA, MATALE",0718372428,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,36
2137,0504012,4141,LELOYA P.V.,"LELOYA, HATHTHOTAAMUNA",0710555101,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,60
2138,0503013,4142,WILGAMUWA P.V.,"WILGAMUWA, MATALE",0718024286,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,84
2139,0504013,4143,HATHTHOTAAMUNA M.V.,"HATHTHOTAAMUNA, MATALE",0662056314,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,1C,Grade 6-13,Congenial,409
2140,0503014,4144,KEKALATHANNA K.V,"NAMINIGAMA, PERAKANATHTHA",0714060341,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,172
2141,0503015,4145,NUWARAYAYA P.V.,"MARAKA, MATALE",0713191520,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,60
2142,0503016,4146,PUSSALLAYAYA P.V,"GAMBURU OYA, HANDUNGAMUWA",0719477979,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,56
2143,0503017,4147,RADUNNAWEWA P.V,"RADUNNAWEWA, MARAKA",0718261772,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,66
2144,0504041,4148,HIMBILIYAKADA P.V,HIMBILIYAKADA,0717361525,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,31
2145,0503018,4149,GURUWELAYAYA K.V,"GURUWELAYAYA, DEWAGIRIYA",0714779298,,Central,Matale,Wilgamuwa,Wilgamuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-8,Not Congenial,110
2146,0505001,4150,PUSSELLA NAVODYA SCHOOL,"PUSSELLA, GAMMADUWA",0662255619,pussellanavodya@gmail.com,Central,Matale,Naula,Ambanganga Korale,Sinhala,Mixed,Provincial,1C,Grade 1-13,Very Congenial,529
2147,0505002,4151,MAHINDA SECONDARY SCHOOL,"MATIHAKKA, MATHALE",0662052599,mahindasch@gmail.com,Central,Matale,Naula,Ambanganga Korale,Sinhala/ English,Mixed,Provincial,1C,Grade 6-13,Very Congenial,275
2148,0504015,4152,MAHALAKOTUWA SRI SUMANA M.V,"ILLUKKUMBURA, MATALE",,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,1C,Grade 1-13,Not Congenial,137
2149,0504007,4153,PUWAKPITIYA K.V,"GANGALA, PUWAKPITIYA",,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,58
2150,0505003,4154,KUMBALOLUWA JUNIOR SCHOOL,"IMBULGOLLA, MATALE",,schoolkumbaloluwa@gmail.com,Central,Matale,Naula,Ambanganga Korale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Congenial,114
2151,0505005,4156,RATTOATA MAHABODHI JUNIOR SCHOOL,"NARAGOLLA, RATTOTA",,mahabodhi.v@gmail.com,Central,Matale,Naula,Ambanganga Korale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,141
2152,0505006,4159,IMBULGOLLA PRIMARY VIDDIYALAYA,DAMBAGAHA MUDUNA GAMMADUWA,,,Central,Matale,Naula,Ambanganga Korale,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,56
2153,0504018,4160,KAHAGALA P.V.,"KAHAGALA, ILUKKUMBURA, MATALE",0717854999,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,7
2154,0505007,4161,KALUGALTHENNA PRIMARY SCHOOL,KALUGALTHENNA GAMMADUWA,,,Central,Matale,Naula,Ambanganga Korale,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,28
2155,0504019,4162,PITAWALA P.V.,"ILUKKUMBURA, MATALE",,,Central,Matale,Wilgamuwa,Laggala,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,17
2156,0505008,4163,PALLETHENNA JUNIOR SCHOOL,PALLETHENNA,0665616817,cppallethennajunior@gmail.com,Central,Matale,Naula,Ambanganga Korale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Congenial,135
2157,0505011,4167,HUNUKETE K.V.,"HUNUKETE, RATTOTA",,,Central,Matale,Naula,Ambanganga Korale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Congenial,65
2158,0505012,4168,HUNUKATAELA PRIMARY SCHOOL,"RANMUTHUGAMA, MATIHAKKA",,"Hunukataelaprimary@gmail,com",Central,Matale,Naula,Ambanganga Korale,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,41
2159,0501001,4171,BUDDDHAGOSHA MAHA VIDYALAYA,PALAPATHWALA MATALE,0662225797,buddhagosha@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,1C,Grade 6-13,Congenial,783
2160,0501002,4172,SRI SANGAMITHTHA BALIKA NATIONAL SCHOOL MATALE,HULANGAMUWA ROAD MATALE,0662222402,srisangamittamatale@gmail.com,Central,Matale,Matale,Matale,Sinhala/ English,Female,National,1AB,Grade 1-13,Very Congenial,3288
2161,0501003,4173,VIJAYA NATIONAL SCHOOL,MATALE,0662222312,vijayaclg@gmail.com,Central,Matale,Matale,Matale,Sinhala/ English,Mixed,National,1AB,Grade 1-13,Very Congenial,2512
2162,0501004,4174,MADAWALA ULPOTHA SECONDARY SCHOOL,MADAWALA ULPOTHA MATALE,0662247465,madawalaulpotha2015@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,1C,Grade 1-13,Very Congenial,756
2163,0501005,4175,ST THOMES COLLEGE,MATALE,0662222523,principalstcm@gmail.com,Central,Matale,Matale,Matale,Sinhala/ English,Male,National,1AB,Grade 6-13,Very Congenial,2548
2164,0501006,4176,VIJAYAPALA MAHA VIDYALAYA,"RICHARD PAMUNUWA MAWATHA, MATALE",0662222747,vijayapalacollege@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,1AB,Grade 1-13,Very Congenial,2209
2165,0510001,4177,DULLEWA MAHA VIDYALAYA,"DULLEWA , MATALE",0703834721,dullewa.mv@mail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,1C,Grade 1-13,Not Congenial,176
2166,0510002,4178,D.M. GUNARATHNA VIDYALAYA,MAHAWELA MATALE,0718099808,dmgunarathnasch@gmail.lk,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,158
2167,0510003,4179,WEERAPARAKRAMA SECONDARY SCHOOL,"YATAWATTA , MATALE",0662056834,intor@parakum.sch.lk,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,1AB,Grade 6-13,Congenial,1175
2168,0501007,4180,GOVERNMENT SCIENCE COLLEGE,MATALE,0662222482,sciencecollegematale@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,1AB,Grade 6-13,Very Congenial,1117
2169,0501008,4181,ALUVIHARE M.V.,"ALUVIHARE, MATALE",0719209031,aluviharemv@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,337
2170,0510004,4182,NAVODAYA PRIMARY SCHOOL,"ALUTHGAMA , WALAWELA, MATALE.",,aluthgamanavodaya@gmail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,41
2171,0510005,4183,ANAGARIKA DHARMAPALA MAHA VIDYALAYA,UDASGIRIYA MATALE,0662051499,anagarikadharmapala2011@gmail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,1C,Grade 1-13,Not Congenial,364
2172,0501009,4184,KANANGAMUWA VIDYALAYA,DUMKOLAWATTA,0773620626,mt.knangamuwa.v@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,317
2173,0501010,4185,KAWATAYAMUNA ANANDA MAHA VIDYALAYA,MAHAWELA,0772534828,kawatayamunaanandaschool@yahoo.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,400
2174,0501011,4186,KAUDUPELELLA SINHALA VIDYALAYA,"KAUDUPELELLA , MATALE",0662053845,"kaudupelellasv@gmail,com",Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,303
2175,0501012,4187,SUJATHA BALIKA MAHA VIDYALAYA,"KUMBIYANGODA, MATALE",0662234194,mtsujathabalika@gmail.com,Central,Matale,Matale,Matale,Sinhala,Female,Provincial,1C,Grade 1-13,Very Congenial,890
2176,0501013,4188,KOTUWEGEDARA VIDYALAYA,MATALE,0718678671,,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Congenial,101
2177,0501014,4189,CHRIST CHURCH COLLEGE,MATALE,0662222050,mtcccollege@gmail.com,Central,Matale,Matale,Matale,Sinhala/ English,Mixed,National,1AB,Grade 1-13,Very Congenial,2259
2178,0510006,4190,MALIYADEWA MAHA VIDYALAYA,"DEEVILLA , YATAWATHTHA",0664906733,maliyadewamatale@gmail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,402
2179,0501015,4191,DODAMDENIYA VIDYALAYA,"DODAMDENIYA , MATALE",,dodamdeniyakv@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Congenial,62
2180,0501016,4192,SRI RAHULA VIDYALAYA,DOMBAWELA MAHAWELA,,srirahuladombawela@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,104
2181,0510007,4193,NANDANA VIDYALAYA,"UDASGIRIYA , MATALE",0774403641,nandanavidyalaya@gmail;com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,107
2182,0510008,4194,PAMUNUWA JUNIOR SCHOOL,"WALAWELA, MATALE",0718600392,pmunuwa04194@gmail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,200
2183,0510009,4195,MATHALAPITIYA VIDYALAYA,"MATHALAPITIYA, MATALE",0722912431,schoolmathalapitiya@gmail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,96
2184,0501017,4196,MORAGAHAMADA KANISHTA VIDYALAYA,MORAGAHAMADA MADAWALA ULPATHA,0775256463,moragahamada.mv@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,194
2185,0510010,4197,DHARMASHOKA VIDYALAYA,"RATHALAWEWA , MAHAWELA",0718012416,mtdharmashoka@gmail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,279
2186,0510011,4198,SELAGAMA VIDYALAYA,SELAGAMA MATALE,0719531206,salagamavidyalaya@gmail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,210
2187,0501018,4199,HULANGAMUWA P.S.,"HULANGAMUWA, MATALE",,hulangamuwa.enet@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,28
2188,0510012,4200,ATHIPOLA VIDYALAYA,ATHIPOLA DULLEWA MATALE,0712283705,athipolaviduhala@gmail.com,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,165
2189,0510013,4201,IDAMGAMA P.S.,"UDASGIRIYA, MATALE",,,Central,Matale,Matale,Yatawatta,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,61
2190,0501019,4202,HATHAMUNAGALA V.,MADAWALAULPATHA,,hathamunagala.v.@gamail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,31
2191,0501020,4203,MADDUMABANDARA PRIMARY SCHOOL,IMBULANDANDA DUMKOLAWATTA,0774008313,imbulandanda@gmail.com,Central,Matale,Matale,Matale,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,53
2192,0502001,4204,KAIKAWALA CENTRAL COLLEGE,KAIKAWALA,0662220793,kaikawelammv@gmail.com,Central,Matale,Matale,Rattota,Sinhala,Mixed,Provincial,1AB,Grade 6-13,Not Congenial,1266
2193,0502002,4205,BANDARAPOLA M.V.,"KIULA, MATALE",0717215810,bandarapolamahavidyalaya@gmail.com,Central,Matale,Matale,Rattota,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,620
2194,0502003,4206,SRI PARACKRAMA MAHA VIDYALAYA,"RATTOTA, MATALE",0665659700,rattotasriparakrama@gmail.com,Central,Matale,Matale,Rattota,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,862
